sku,month,unit_cost,std_daily,D_month,mean_daily,D_annual_equiv,EOQ,Recommended_Order,Safety_Stock,Reorder_Point,Cycle_Time_days,Annual_Order_Cost,Annual_Holding_Cost,Annual_Purchase_Cost,Total_Annual_Cost
SKU-02532,1,160000.0,1.1547005383792517,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02533,1,73525.17,3.833371471968933,0.0,0.0,0.0,1,17,17,17,62682.9,1165.0,1165.0,68.0,2397.0
SKU-02534,1,118334.305,2.99833287011299,0.0,0.0,0.0,1,14,14,14,24788.5,2945.0,2945.0,434.0,6323.0
SKU-02535,1,200000.0,3.4641016151377544,0.0,0.0,0.0,1,16,16,16,23721.6,3077.0,3077.0,474.0,6628.0
SKU-02536,1,95421.0,0.7071067811865476,0.0,0.0,0.0,1,4,4,4,55023.1,1327.0,1327.0,88.0,2741.0
SKU-02537,1,53458.895000000004,3.559026084010437,0.0,0.0,0.0,1,16,16,16,73511.8,993.0,993.0,49.0,2035.0
SKU-02538,1,91357.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02539,1,135990.615,2.8022547312739734,0.0,0.0,0.2,2,13,13,13,3405.4,21436.0,21436.0,22976.0,65848.0
SKU-02540,1,108233.65,2.306676118786756,0.0,0.0,0.1,2,11,11,11,6622.9,11022.0,11022.0,6075.0,28119.0
SKU-02541,1,88384.0,0.0,0.0,0.0,0.0,1,1,0,1,57171.6,1277.0,1277.0,82.0,2635.0
SKU-02542,1,101920.13,2.853569193634026,0.0,0.0,0.0,1,13,13,13,53239.9,1371.0,1371.0,94.0,2836.0
SKU-02543,1,133498.54,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02544,1,157690.75,3.361547262794322,0.0,0.0,0.0,1,15,15,15,42802.0,1706.0,1706.0,145.0,3556.0
SKU-02545,1,77699.33,2.681120250399345,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02546,1,82000.0,0.0,0.0,0.0,0.0,1,1,0,1,59355.4,1230.0,1230.0,76.0,2535.0
SKU-02547,1,104000.0,3.0,0.0,0.0,0.0,1,14,14,14,52704.8,1385.0,1385.0,96.0,2866.0
SKU-02548,1,154553.05,0.9574271077563382,0.0,0.0,0.2,2,5,5,5,3095.2,23585.0,23585.0,27813.0,74983.0
SKU-02550,1,157976.24,0.7071067811865476,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02551,1,97824.28,3.0595932917809705,0.0,0.0,0.0,1,14,14,14,14425.6,5060.0,5060.0,1280.0,11401.0
SKU-02552,1,150000.0,2.1213203435596424,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02553,1,145912.37,1.4142135623730951,0.0,0.0,0.0,1,7,7,7,44496.0,1641.0,1641.0,135.0,3416.0
SKU-02554,1,148425.98,1.9321835661585918,0.0,0.0,0.0,1,9,9,9,44117.6,1655.0,1655.0,137.0,3446.0
SKU-02555,1,235000.0,0.0,0.0,0.0,0.0,1,1,0,1,35061.7,2082.0,2082.0,217.0,4381.0
SKU-02556,1,76000.0,0.0,0.0,0.0,0.0,1,1,0,1,61653.8,1184.0,1184.0,70.0,2438.0
SKU-02557,1,148314.57,0.0,0.0,0.0,0.0,1,1,0,1,44134.2,1654.0,1654.0,137.0,3445.0
SKU-02558,1,160440.405,3.6147844564602556,0.0,0.0,0.0,1,16,16,16,42433.6,1720.0,1720.0,148.0,3589.0
SKU-02559,1,160000.0,4.381780460041329,0.0,0.0,0.0,1,20,20,20,42492.0,1718.0,1718.0,148.0,3584.0
SKU-02560,1,133566.46,2.8867513459481287,0.0,0.0,0.0,1,13,13,13,46507.0,1570.0,1570.0,123.0,3263.0
SKU-02561,1,154395.075,3.571611716915804,0.0,0.0,0.0,1,16,16,16,21114.7,3457.0,3457.0,598.0,7512.0
SKU-02562,1,171217.33,2.340126166724879,0.0,0.0,0.6,3,11,11,11,1637.4,44584.0,44584.0,99384.0,188551.0
SKU-02563,1,140397.63,0.0,0.0,0.0,0.0,1,1,0,1,45361.5,1609.0,1609.0,129.0,3348.0
SKU-02564,1,168153.8,2.3299294900428698,0.0,0.0,0.0,1,11,11,11,6162.0,11847.0,11847.0,7017.0,30711.0
SKU-02565,1,185386.69,3.683941988065037,0.0,0.0,0.0,1,17,17,17,176100.9,415.0,415.0,9.0,838.0
SKU-02566,1,151637.5,1.1547005383792515,0.0,0.0,0.0,1,6,6,6,43647.9,1672.0,1672.0,140.0,3485.0
SKU-02567,1,146347.40500000003,2.4784787961282104,0.0,0.0,0.0,1,11,11,11,44429.8,1643.0,1643.0,135.0,3421.0
SKU-02568,1,160666.0,0.0,0.0,0.0,0.0,1,1,0,1,42403.8,1722.0,1722.0,148.0,3591.0
SKU-02569,1,135981.5,0.0,0.0,0.0,0.0,1,1,0,1,46092.1,1584.0,1584.0,125.0,3293.0
SKU-02570,1,323258.41,8.180260794538684,0.0,0.0,0.0,1,36,36,36,29894.5,2442.0,2442.0,298.0,5182.0
SKU-02571,1,175444.4,6.082762530298219,0.0,0.0,0.0,1,27,27,27,9278.8,7867.0,7867.0,3095.0,18830.0
SKU-02572,1,90000.0,0.0,0.0,0.0,0.0,1,1,0,1,56656.0,1288.0,1288.0,83.0,2660.0
SKU-02573,1,158607.17,2.8631046821680535,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02574,1,173464.75,2.9794929829616934,0.0,0.0,0.0,1,13,13,13,15813.5,4616.0,4616.0,1066.0,10298.0
SKU-02575,1,190000.0,0.0,0.0,0.0,0.0,1,1,0,1,71625.5,1019.0,1019.0,52.0,2090.0
SKU-02576,1,77609.88,3.11778579047601,0.0,0.0,0.0,1,14,14,14,61011.0,1197.0,1197.0,72.0,2465.0
SKU-02577,1,142247.565,3.5135077688978096,0.0,0.0,0.1,2,16,16,16,3748.9,19472.0,19472.0,18959.0,57904.0
SKU-02578,1,73023.38,0.0,0.0,0.0,0.0,1,1,0,1,62897.9,1161.0,1161.0,67.0,2389.0
SKU-02581,1,220000.0,0.7071067811865476,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02582,1,117422.63,2.491884059503553,0.0,0.0,0.0,1,11,11,11,9062.1,8056.0,8056.0,3245.0,19356.0
SKU-02584,1,87054.0,6.164414002968976,0.0,0.0,0.0,1,27,27,27,57606.6,1267.0,1267.0,80.0,2615.0
SKU-02586,1,269196.74,2.401388487243717,0.0,0.0,0.0,1,11,11,11,32759.1,2228.0,2228.0,248.0,4705.0
SKU-02587,1,83224.25,2.5681877336546326,0.0,0.0,0.0,1,12,12,12,58917.2,1239.0,1239.0,77.0,2555.0
SKU-02588,1,99348.17,0.0,0.0,0.0,0.0,1,1,0,1,53924.6,1354.0,1354.0,92.0,2799.0
SKU-02589,1,197507.83,2.5166114784235836,0.0,0.0,0.0,1,11,11,11,38245.0,1909.0,1909.0,182.0,4000.0
SKU-02590,1,203035.29,0.5222329678670935,0.0,0.0,0.1,2,3,3,3,3548.3,20573.0,20573.0,21163.0,62310.0
SKU-02591,1,186933.84499999997,2.088931871468374,0.0,0.0,0.0,1,10,10,10,6138.7,11892.0,11892.0,7071.0,30854.0
SKU-02592,1,96768.67,0.0,0.0,0.0,0.0,1,1,0,1,54638.6,1336.0,1336.0,89.0,2761.0
SKU-02593,1,200851.465,1.3291601358251257,0.0,0.0,0.0,1,6,6,6,37925.3,1925.0,1925.0,185.0,4035.0
SKU-02594,1,32781.63,0.0,0.0,0.0,0.0,1,1,0,1,93875.4,778.0,778.0,30.0,1585.0
SKU-02595,1,94366.2,2.073644135332772,0.0,0.0,0.0,1,10,10,10,55329.7,1319.0,1319.0,87.0,2726.0
SKU-02596,1,245659.55,1.51657508881031,0.0,0.0,0.0,1,7,7,7,7283.3,10023.0,10023.0,5023.0,25069.0
SKU-02597,1,232163.39500000002,2.516611478423583,0.0,0.0,0.0,1,11,11,11,35275.2,2069.0,2069.0,214.0,4353.0
SKU-02598,1,229753.0,2.832956234332084,0.0,0.0,0.0,1,13,13,13,37714.4,1936.0,1936.0,187.0,4059.0
SKU-02600,1,199203.3,0.0,0.0,0.0,0.0,1,1,0,1,38081.9,1917.0,1917.0,184.0,4018.0
SKU-02601,1,200338.5,1.1547005383792515,0.0,0.0,0.0,1,6,6,6,37973.9,1922.0,1922.0,185.0,4030.0
SKU-02602,1,315343.91,0.0,0.0,0.0,0.0,1,1,0,1,30267.4,2412.0,2412.0,291.0,5115.0
SKU-02603,1,220727.93,1.2583057392117916,0.0,0.0,0.0,1,6,6,6,5138.7,14206.0,14206.0,10091.0,38503.0
SKU-02604,1,227463.865,3.259175083088084,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02605,1,266165.25,0.0,0.0,0.0,0.0,1,1,0,1,32945.1,2216.0,2216.0,245.0,4677.0
SKU-02606,1,171444.46,3.251373336211726,0.0,0.0,0.0,1,15,15,15,41049.2,1778.0,1778.0,158.0,3715.0
SKU-02607,1,210621.065,1.8829377433825436,0.0,0.0,0.0,1,9,9,9,37035.3,1971.0,1971.0,194.0,4136.0
SKU-02608,1,269242.625,5.507570547286102,0.0,0.0,0.0,1,24,24,24,32756.3,2229.0,2229.0,248.0,4705.0
SKU-02609,1,262116.43,3.774917217635375,0.0,0.0,0.0,1,17,17,17,8766.9,8327.0,8327.0,3467.0,20120.0
SKU-02610,1,197846.0,0.7071067811865476,0.0,0.0,0.0,1,4,4,4,38212.3,1910.0,1910.0,182.0,4003.0
SKU-02611,1,105000.0,0.0,0.0,0.0,0.0,1,1,0,1,52453.2,1392.0,1392.0,97.0,2880.0
SKU-02612,1,227890.565,2.6457513110645903,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02613,1,11272.36,5.451577475345735,0.0,0.0,0.0,1,24,24,24,160088.2,456.0,456.0,10.0,922.0
SKU-02615,1,242291.67,10.754843869934453,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02616,1,179376.0,0.7071067811865476,0.0,0.0,0.0,1,4,4,4,40131.4,1819.0,1819.0,165.0,3803.0
SKU-02617,1,210215.065,2.0816659994661326,0.0,0.0,0.1,2,10,10,10,3096.2,23577.0,23577.0,27795.0,74949.0
SKU-02618,1,214430.1,0.0,0.0,0.0,0.0,1,1,0,1,36704.9,1989.0,1989.0,198.0,4175.0
SKU-02619,1,187491.33,0.0,0.0,0.0,0.0,1,1,0,1,39253.3,1860.0,1860.0,173.0,3892.0
SKU-02620,1,168198.5,5.35652011032421,0.0,0.0,0.1,1,24,24,24,5230.2,13958.0,13958.0,9741.0,37656.0
SKU-02621,1,188594.39,6.62103430274268,0.0,0.0,0.0,1,29,29,29,10389.5,7026.0,7026.0,2468.0,16521.0
SKU-02622,1,213208.46,7.022838559863704,0.0,0.0,0.0,1,31,31,31,30021.1,2432.0,2432.0,296.0,5159.0
SKU-02623,1,328621.38,2.8722813232690143,0.0,0.0,0.0,1,13,13,13,29649.6,2462.0,2462.0,303.0,5227.0
SKU-02624,1,206660.31,6.426153946604029,0.0,0.0,0.0,1,28,28,28,37388.5,1952.0,1952.0,191.0,4096.0
SKU-02625,1,140780.37,2.081665999466133,0.0,0.0,0.2,2,10,10,10,3309.8,22056.0,22056.0,24322.0,68433.0
SKU-02626,1,112943.42,4.308607961291275,0.0,0.0,0.0,1,19,19,19,12344.2,5914.0,5914.0,1749.0,13576.0
SKU-02627,1,124448.1,5.24655275294871,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02628,1,125595.62,2.16794833886788,0.0,0.0,0.0,1,10,10,10,47960.0,1522.0,1522.0,116.0,3160.0
SKU-02629,1,180000.0,0.0,0.0,0.0,0.0,1,1,0,1,40061.8,1822.0,1822.0,166.0,3810.0
SKU-02630,1,138102.5,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02633,1,123495.19,5.167204273105526,0.0,0.0,0.0,1,23,23,23,48366.2,1509.0,1509.0,114.0,3133.0
SKU-02634,1,112048.26,12.06529852806919,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02635,1,149772.58500000002,0.7071067811865476,0.0,0.0,0.0,1,4,4,4,43918.8,1662.0,1662.0,138.0,3462.0
SKU-02636,1,130000.0,0.0,0.0,0.0,0.0,1,1,0,1,6915.5,10556.0,10556.0,5571.0,26683.0
SKU-02637,1,120000.0,0.0,0.0,0.0,0.0,1,1,0,1,49065.5,1488.0,1488.0,111.0,3086.0
SKU-02638,1,500000.0,0.0,0.0,0.0,0.3,2,2,0,1,1418.0,51479.0,51479.0,132506.0,235464.0
SKU-02639,1,740000.0,0.0,0.0,0.0,0.0,1,1,0,1,19758.4,3695.0,3695.0,683.0,8072.0
SKU-02640,1,751397.0,0.0,0.0,0.0,0.0,1,1,0,1,19607.9,3723.0,3723.0,693.0,8139.0
SKU-02641,1,378808.0,0.0,0.0,0.0,0.0,1,1,0,1,27615.8,2643.0,2643.0,349.0,5636.0
SKU-02642,1,750000.0,0.0,0.0,0.0,0.0,1,1,0,1,31510.1,2317.0,2317.0,268.0,4902.0
SKU-02643,1,804375.0,0.0,0.0,0.0,0.0,1,1,0,1,18951.2,3852.0,3852.0,742.0,8446.0
SKU-02644,1,550000.0,0.0,0.0,0.0,0.0,1,1,0,1,36795.8,1984.0,1984.0,197.0,4165.0
SKU-02646,1,270270.0,0.0,0.0,0.0,0.0,1,1,0,1,32694.0,2233.0,2233.0,249.0,4715.0
SKU-02647,1,273042.0,0.0,0.0,0.0,0.0,1,1,0,1,32527.6,2244.0,2244.0,252.0,4740.0
SKU-02649,1,90000.0,0.0,0.0,0.0,0.0,1,1,0,1,56656.0,1288.0,1288.0,83.0,2660.0
SKU-02650,1,120762.96,3.3115957885386114,0.0,0.0,0.0,1,15,15,15,48910.3,1493.0,1493.0,111.0,3096.0
SKU-02651,1,300067.0,0.0,0.0,0.0,0.0,1,1,0,1,10349.9,7053.0,7053.0,2487.0,16594.0
SKU-02652,1,170922.67,0.5,0.0,0.0,0.0,1,3,3,3,41111.9,1776.0,1776.0,158.0,3709.0
SKU-02653,1,120000.0,0.0,0.0,0.0,0.0,1,1,0,1,49065.5,1488.0,1488.0,111.0,3086.0
SKU-02654,1,249924.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02655,1,450000.0,0.0,0.0,0.0,0.0,1,1,0,1,25337.3,2881.0,2881.0,415.0,6177.0
SKU-02657,1,173298.9,0.7377906040127226,0.0,0.0,0.0,1,4,4,4,58121.2,1256.0,1256.0,79.0,2591.0
SKU-02658,1,190000.0,0.0,0.0,0.0,0.1,1,1,0,1,4564.3,15994.0,15994.0,12790.0,44777.0
SKU-02659,1,360000.0,0.0,0.0,0.0,0.0,1,1,0,1,28328.0,2577.0,2577.0,332.0,5486.0
SKU-02660,1,1130000.0,0.0,0.0,0.0,0.0,1,1,0,1,15989.2,4566.0,4566.0,1042.0,10173.0
SKU-02661,1,1040000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02662,1,900491.5,0.7559289460184545,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02663,1,812749.9,0.0,0.0,0.0,0.0,1,1,0,1,18853.3,3872.0,3872.0,750.0,8494.0
SKU-02664,1,1055452.78,0.3535533905932738,0.0,0.0,0.0,1,2,2,2,16544.3,4412.0,4412.0,973.0,9798.0
SKU-02665,1,1097873.325,0.0,0.0,0.0,0.0,1,1,0,1,16221.5,4500.0,4500.0,1013.0,10013.0
SKU-02666,1,1066817.54,0.4092525928189875,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02667,1,808000.0,0.0,0.0,0.0,0.0,1,1,0,1,18908.7,3861.0,3861.0,745.0,8467.0
SKU-02669,1,1300000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02670,1,728391.88,1.056377804544409,0.0,0.0,0.0,1,5,5,5,2884.8,25305.0,25305.0,32017.0,82627.0
SKU-02671,1,1230000.0,0.44095855184409843,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02672,1,1150000.0,0.408248290463863,0.0,0.0,0.0,1,2,2,2,4874.0,14977.0,14977.0,11216.0,41171.0
SKU-02673,1,744661.0,0.0,0.0,0.0,0.0,1,1,0,1,19696.4,3706.0,3706.0,687.0,8099.0
SKU-02674,1,1225000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02677,1,1257500.0,0.5773502691896258,0.0,0.0,0.0,1,3,3,3,15157.0,4816.0,4816.0,1160.0,10792.0
SKU-02678,1,1453632.29,0.0,0.0,0.0,0.0,1,1,0,1,14097.4,5178.0,5178.0,1341.0,11697.0
SKU-02679,1,734742.875,0.17677669529663687,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02680,1,1547129.15,0.0,0.0,0.0,0.0,1,1,0,1,13664.8,5342.0,5342.0,1427.0,12111.0
SKU-02681,1,2750000.0,0.0,0.0,0.0,0.0,1,1,0,1,2650.0,27547.0,27547.0,37941.0,93035.0
SKU-02682,1,1090835.0,0.0,0.0,0.0,0.0,1,1,0,1,16273.7,4486.0,4486.0,1006.0,9978.0
SKU-02683,1,954647.42,0.3333333333333333,0.0,0.0,0.0,1,2,2,2,17395.8,4196.0,4196.0,880.0,9273.0
SKU-02684,1,1011179.0,0.0,0.0,0.0,0.0,1,1,0,1,3438.3,21231.0,21231.0,22538.0,65001.0
SKU-02685,1,997398.175,0.0,0.0,0.0,0.0,1,1,0,1,17018.9,4289.0,4289.0,920.0,9499.0
SKU-02686,1,402604.82,0.0,0.0,0.0,0.0,1,1,0,1,12996.5,5617.0,5617.0,1577.0,12811.0
SKU-02687,1,377478.54000000004,0.0,0.0,0.0,0.0,1,1,0,1,13167.6,5544.0,5544.0,1537.0,12625.0
SKU-02688,1,416602.9,0.0,0.0,0.0,0.0,1,1,0,1,26333.3,2772.0,2772.0,384.0,5929.0
SKU-02689,1,446271.685,0.0,0.0,0.0,0.0,1,1,0,1,25442.9,2869.0,2869.0,412.0,6150.0
SKU-02690,1,358800.0,0.0,0.0,0.0,0.0,1,1,0,1,45556.9,1602.0,1602.0,128.0,3333.0
SKU-02691,1,955408.905,0.40427548531394264,0.0,0.0,0.0,1,2,2,2,4974.5,14675.0,14675.0,10767.0,40117.0
SKU-02692,1,241120.89,0.0,0.0,0.0,0.0,1,1,0,1,5798.0,12591.0,12591.0,7926.0,33107.0
SKU-02693,1,197243.17,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02694,1,305539.62,0.0,0.0,0.0,0.0,1,1,0,1,30749.1,2374.0,2374.0,282.0,5030.0
SKU-02695,1,244675.0,0.0,0.0,0.0,0.0,1,1,0,1,34361.5,2124.0,2124.0,226.0,4475.0
SKU-02696,1,293217.28,0.0,0.0,0.0,0.0,1,1,0,1,31388.6,2326.0,2326.0,270.0,4922.0
SKU-02697,1,48129.5,113.9727062843459,0.0,0.0,0.0,1,496,496,496,21029.8,3471.0,3471.0,602.0,7545.0
SKU-02698,1,231676.0,0.0,0.0,0.0,0.0,1,1,0,1,9978.6,7316.0,7316.0,2676.0,17307.0
SKU-02699,1,209100.0,0.0,0.0,0.0,0.0,1,1,0,1,10503.5,6950.0,6950.0,2415.0,16315.0
SKU-02701,1,129629.75,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02702,1,49963.0,0.2768874620972693,0.0,0.0,0.0,1,2,2,2,208827.0,350.0,350.0,6.0,705.0
SKU-02703,1,110000.0,0.0,0.0,0.0,0.0,1,1,0,1,51247.2,1424.0,1424.0,101.0,2950.0
SKU-02704,1,78553.75,0.3657406646330618,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02705,1,11497.1,1.0690449676496976,0.0,0.0,0.0,1,5,5,5,158515.9,461.0,461.0,11.0,932.0
SKU-02706,1,30298.605,3.3263516628004597,0.0,0.0,0.0,1,15,15,15,97646.2,748.0,748.0,28.0,1523.0
SKU-02707,1,95000.0,0.0,0.0,0.0,0.0,1,1,0,1,351626.8,208.0,208.0,2.0,417.0
SKU-02708,1,53297.5,0.4357058321763818,0.0,0.0,0.0,1,2,2,2,75611.5,965.0,965.0,47.0,1978.0
SKU-02709,1,55337.035,0.7071067811865476,0.0,0.0,0.0,2,4,4,4,11642.4,6270.0,6270.0,1966.0,14506.0
SKU-02710,1,53794.05,0.0,0.0,0.0,0.0,1,1,0,1,73282.4,996.0,996.0,50.0,2042.0
SKU-02711,1,71200.0,0.0,0.0,0.0,0.0,1,1,0,1,63698.2,1146.0,1146.0,66.0,2358.0
SKU-02712,1,133174.26,2.762631378257355,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02713,1,107608.0,0.0,0.0,0.0,0.0,1,1,0,1,51813.7,1409.0,1409.0,99.0,2917.0
SKU-02714,1,81921.91,2.04939015319192,0.0,0.0,0.1,2,9,9,9,5233.1,13950.0,13950.0,9730.0,37629.0
SKU-02715,1,136939.39,0.7071067811865476,0.0,0.0,0.0,1,4,4,4,45930.7,1589.0,1589.0,126.0,3305.0
SKU-02716,1,53583.7,1.5275252316519465,0.0,0.0,0.0,1,7,7,7,73426.1,994.0,994.0,49.0,2038.0
SKU-02717,1,145044.36,3.1044878179063327,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02718,1,42000.0,0.0,0.0,0.0,0.0,1,1,0,1,82935.8,880.0,880.0,39.0,1799.0
SKU-02720,1,147556.41,1.0,0.0,0.0,0.1,2,5,5,5,4843.9,15070.0,15070.0,11356.0,41497.0
SKU-02721,1,143085.5,0.0,0.0,0.0,0.0,1,1,0,1,44933.4,1625.0,1625.0,132.0,3381.0
SKU-02722,1,223200.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02723,1,100000.0,0.0,0.0,0.0,0.0,1,1,0,1,53748.6,1358.0,1358.0,92.0,2809.0
SKU-02724,1,1446804.25,0.0,0.0,0.0,0.1,1,1,0,1,1875.2,38928.0,38928.0,75771.0,153627.0
SKU-02725,1,630186.0,0.0,0.0,0.0,0.0,1,1,0,1,21410.8,3409.0,3409.0,581.0,7400.0
SKU-02726,1,920000.0,0.0,0.0,0.0,0.0,1,1,0,1,4885.8,14941.0,14941.0,11162.0,41045.0
SKU-02727,1,567882.675,0.48507125007266594,0.0,0.0,0.3,1,3,3,3,1306.7,55866.0,55866.0,156049.0,267781.0
SKU-02728,1,581987.5,0.5773502691896258,0.0,0.0,0.0,1,3,3,3,22279.7,3277.0,3277.0,537.0,7090.0
SKU-02729,1,685138.0,0.31622776601683794,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02730,1,1200000.0,0.0,0.0,0.0,0.0,1,1,0,1,15515.9,4705.0,4705.0,1107.0,10517.0
SKU-02731,1,624231.0,0.2581988897471611,0.0,0.0,0.0,1,2,2,2,4421.9,16509.0,16509.0,13627.0,46644.0
SKU-02732,1,593598.55,0.0,0.0,0.0,0.0,1,1,0,1,22060.8,3309.0,3309.0,547.0,7166.0
SKU-02733,1,805161.8,0.7003400534570264,0.0,0.0,0.6,2,4,4,4,747.4,97670.0,97670.0,476968.0,672307.0
SKU-02734,1,1000000.0,0.0,0.0,0.0,0.3,1,1,0,1,960.3,76017.0,76017.0,288926.0,440959.0
SKU-02735,1,950000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02736,1,723925.57,0.19245008972987526,0.0,0.0,0.0,1,1,1,1,19976.5,3654.0,3654.0,668.0,7976.0
SKU-02737,1,1030000.0,0.0,0.0,0.0,0.0,1,1,0,1,16747.4,4359.0,4359.0,950.0,9668.0
SKU-02738,1,930000.0,0.7071067811865476,0.0,0.0,0.0,1,4,4,4,32930.6,2217.0,2217.0,246.0,4679.0
SKU-02740,1,1000000.0,0.0,0.0,0.0,0.0,1,1,0,1,16996.8,4295.0,4295.0,922.0,9512.0
SKU-02741,1,809331.33,0.0,0.0,0.0,0.0,1,1,0,1,18893.1,3864.0,3864.0,746.0,8474.0
SKU-02742,1,894595.8049999999,0.5294365215047316,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02743,1,1250000.0,0.0,0.0,0.0,0.0,1,1,0,1,3641.1,20049.0,20049.0,20098.0,60196.0
SKU-02744,1,799019.86,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02746,1,1100000.0,0.0,0.0,0.0,0.0,1,1,0,1,4806.3,15189.0,15189.0,11535.0,41912.0
SKU-02747,1,990000.0,0.0,0.0,0.0,0.0,1,1,0,1,17082.4,4273.0,4273.0,913.0,9460.0
SKU-02748,1,792360.0,0.0,0.0,0.0,0.0,1,1,0,1,19094.4,3823.0,3823.0,731.0,8377.0
SKU-02749,1,860389.88,0.7838233761296737,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02750,1,1400000.0,0.0,0.0,0.0,0.0,1,1,0,1,9009.2,8103.0,8103.0,3283.0,19489.0
SKU-02751,1,1200000.0,0.0,0.0,0.0,0.0,1,1,0,1,4243.4,17203.0,17203.0,14798.0,49204.0
SKU-02752,1,862377.99,0.0,0.0,0.0,0.0,1,1,0,1,18302.8,3988.0,3988.0,795.0,8772.0
SKU-02753,1,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0
SKU-02755,1,950000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02756,1,750000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02757,1,1030000.0,0.0,0.0,0.0,0.0,1,1,0,1,16747.4,4359.0,4359.0,950.0,9668.0
SKU-02758,1,577319.57,0.0,0.0,0.0,0.0,1,1,0,1,22369.6,3263.0,3263.0,532.0,7059.0
SKU-02759,1,1050000.0,0.0,0.0,0.0,0.0,1,1,0,1,4573.3,15962.0,15962.0,12739.0,44664.0
SKU-02760,1,625967.36,0.0,0.0,0.0,0.0,1,1,0,1,21482.8,3398.0,3398.0,577.0,7373.0
SKU-02761,1,971498.67,0.408248290463863,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02762,1,873341.175,0.2581988897471611,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02763,1,986386.33,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02764,1,89418.54000000001,5.645673243611109,0.0,0.0,0.0,1,25,25,25,12555.7,5814.0,5814.0,1690.0,13318.0
SKU-02765,1,93347.47,11.548122781861398,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02766,1,137000.0,0.0,0.0,0.0,0.0,1,1,0,1,45920.5,1590.0,1590.0,126.0,3306.0
SKU-02767,1,240000.0,0.0,0.0,0.0,0.0,1,1,0,1,34694.5,2104.0,2104.0,221.0,4430.0
SKU-02768,1,85000.0,5.41602560309064,0.0,0.0,0.0,1,24,24,24,10405.2,7016.0,7016.0,2461.0,16493.0
