sku,month,unit_cost,std_daily,D_month,mean_daily,D_annual_equiv,EOQ,Recommended_Order,Safety_Stock,Reorder_Point,Cycle_Time_days,Annual_Order_Cost,Annual_Holding_Cost,Annual_Purchase_Cost,Total_Annual_Cost
SKU-02920,1,35410.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02921,1,254134.5,0.3679464844031199,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02922,1,260680.0,0.0,0.0,0.0,0.0,1,1,0,1,19132.8,3815.0,3815.0,728.0,8359.0
SKU-02923,1,8697.29,0.0,0.0,0.0,0.0,1,1,0,1,104746.7,697.0,697.0,24.0,1418.0
SKU-02924,1,1450000.0,0.0,0.0,0.0,0.0,1,1,0,1,8112.4,8999.0,8999.0,4049.0,22046.0
SKU-02925,1,580000.0,0.0,0.0,0.0,0.0,1,1,0,1,12826.8,5691.0,5691.0,1619.0,13002.0
SKU-02926,1,610000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02927,1,621639.25,0.0,0.0,0.0,0.0,1,1,0,1,12389.8,5892.0,5892.0,1736.0,13520.0
SKU-02928,1,662265.24,0.0,0.0,0.0,0.0,1,1,0,1,12003.7,6081.0,6081.0,1849.0,14012.0
SKU-02929,1,750000.0,0.0,0.0,0.0,0.0,1,1,0,1,11279.8,6472.0,6472.0,2094.0,15038.0
SKU-02930,1,620000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02932,1,1944558.47,0.0,0.0,0.0,0.0,1,1,0,1,7005.2,10421.0,10421.0,5430.0,26271.0
SKU-02933,1,1659870.95,0.0,0.0,0.0,0.0,1,1,0,1,7582.2,9628.0,9628.0,4635.0,23890.0
SKU-02934,1,2799531.47,0.24999999999999997,0.0,0.0,0.0,1,2,2,2,5838.3,12504.0,12504.0,7817.0,32824.0
SKU-02935,1,3415478.49,0.4720054190856907,0.0,0.0,0.3,1,3,3,3,493.7,147866.0,147866.0,1093221.0,1388954.0
SKU-02936,1,1703570.08,0.3755338080994054,0.0,0.0,0.0,1,2,2,2,7484.3,9754.0,9754.0,4757.0,24264.0
SKU-02938,1,1200000.0,0.5773502691896258,0.0,0.0,0.0,1,3,3,3,5891.5,12391.0,12391.0,7677.0,32458.0
SKU-02940,1,1659870.95,0.0,0.0,0.0,0.0,1,1,0,1,7582.2,9628.0,9628.0,4635.0,23890.0
SKU-02941,1,979787.0,0.0,0.0,0.0,0.0,1,1,0,1,7145.9,10216.0,10216.0,5218.0,25649.0
SKU-02942,1,1780294.3399999999,0.0,0.0,0.0,0.0,1,1,0,1,7321.3,9971.0,9971.0,4971.0,24913.0
SKU-02943,1,2639440.0,0.0,0.0,0.0,0.0,1,1,0,1,6012.8,12141.0,12141.0,7370.0,31651.0
SKU-02944,1,798716.0,0.0,0.0,0.0,0.0,1,1,0,1,10930.4,6679.0,6679.0,2230.0,15587.0
SKU-02945,1,286102.19999999995,0.0,0.0,0.0,0.0,1,1,0,1,18263.0,3997.0,3997.0,799.0,8793.0
SKU-02946,1,657361.91,0.0,0.0,0.0,0.0,1,1,0,1,12048.4,6059.0,6059.0,1836.0,13953.0
SKU-02947,1,1487417.585,0.17149858514250882,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02948,1,1950000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02949,1,1558456.96,0.0,0.0,0.0,0.1,1,1,0,1,1243.0,58730.0,58730.0,172461.0,289921.0
SKU-02950,1,124000.0,8.136617568409212,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02951,1,1872000.0,0.0,0.0,0.0,0.0,1,1,0,1,7139.7,10225.0,10225.0,5227.0,25676.0
SKU-02952,1,3888717.0,0.0,0.0,0.0,0.0,1,1,0,1,4953.7,14736.0,14736.0,10858.0,40331.0
SKU-02953,1,4163746.5,0.0,0.0,0.0,0.0,1,1,0,1,7039.3,10370.0,10370.0,5377.0,26118.0
SKU-02954,1,8611137.21,0.0,0.0,0.0,0.0,1,1,0,1,3328.9,21929.0,21929.0,24044.0,67902.0
SKU-02955,1,3418241.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02956,1,4020167.25,0.0,0.0,0.0,0.0,1,1,0,1,5915.3,12341.0,12341.0,7615.0,32296.0
SKU-02957,1,3913565.0,0.0,0.0,0.0,0.0,1,1,0,1,4937.9,14783.0,14783.0,10928.0,40495.0
SKU-02958,1,4031310.0,0.0,0.0,0.0,0.0,1,1,0,1,4865.3,15004.0,15004.0,11256.0,41265.0
SKU-02959,1,2500956.0,0.0,0.0,0.0,0.0,1,1,0,1,2383.1,30633.0,30633.0,46919.0,108184.0
SKU-02960,1,2329826.1849999996,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02961,1,2962374.175,0.0,0.0,0.0,0.0,1,1,0,1,5675.6,12862.0,12862.0,8272.0,33996.0
SKU-02962,1,2927870.1799999997,0.0,0.0,0.0,0.0,1,1,0,1,5709.0,12787.0,12787.0,8175.0,33749.0
SKU-02963,1,5772640.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02964,1,5481148.8,0.0,0.0,0.0,0.0,1,1,0,1,4172.5,17495.0,17495.0,15305.0,50296.0
SKU-02965,1,2754027.98,0.0,0.0,0.0,0.1,1,1,0,1,1219.8,59845.0,59845.0,179074.0,298764.0
SKU-02966,1,9984139.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02967,1,3182643.165,0.16439898730535726,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02968,1,3550000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02969,1,2942325.8,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02970,1,1400000.0,0.0,0.0,0.0,0.0,1,1,0,1,8256.0,8842.0,8842.0,3909.0,21593.0
SKU-02972,1,6864287.625,0.0,0.0,0.0,0.0,1,1,0,1,3728.5,19579.0,19579.0,19167.0,58324.0
SKU-02974,1,6267039.89,0.0,0.0,0.0,0.0,1,1,0,1,3902.1,18708.0,18708.0,17499.0,54915.0
SKU-02975,1,7937603.0,0.0,0.0,0.0,0.0,1,1,0,1,3467.3,21054.0,21054.0,22164.0,64272.0
SKU-02976,1,7072598.86,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02977,1,7146302.76,0.0,0.0,0.0,0.0,1,1,0,1,3654.2,19977.0,19977.0,19954.0,59908.0
SKU-02978,1,9874936.0,0.0,0.0,0.0,0.0,1,1,0,1,3108.6,23483.0,23483.0,27573.0,74540.0
SKU-02979,1,7382856.96,0.36313651960128146,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02980,1,5606217.0,0.0,0.0,0.0,0.0,1,1,0,1,4125.7,17694.0,17694.0,15654.0,51042.0
SKU-02981,1,7254805.5,0.22360679774997896,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02982,1,1901785.4,0.0,0.0,0.0,0.3,1,1,0,1,640.3,114010.0,114010.0,649912.0,877932.0
SKU-02983,1,874911.0,0.0,0.0,0.0,0.0,1,1,0,1,10443.6,6990.0,6990.0,2443.0,16423.0
SKU-02985,1,1293054.0,0.0,0.0,0.0,0.0,1,1,0,1,8590.6,8498.0,8498.0,3611.0,20606.0
SKU-02986,1,1900000.0,0.0,0.0,0.0,0.0,1,1,0,1,7086.9,10301.0,10301.0,5305.0,25907.0
SKU-02987,1,3110000.0,0.0,0.0,0.0,0.0,1,1,0,1,5539.3,13179.0,13179.0,8684.0,35041.0
SKU-02989,1,115384.62,3.0783421635988546,0.0,0.0,0.1,2,14,14,14,4529.8,16115.0,16115.0,12985.0,45216.0
SKU-02991,1,89652.5,3.785938897200183,0.0,0.0,0.0,1,17,17,17,32625.0,2238.0,2238.0,250.0,4725.0
SKU-02992,1,291779.66500000004,0.408248290463863,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02993,1,321228.5,0.19999999999999998,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-02994,1,429017.33,0.46467017049401693,0.0,0.0,0.1,1,3,3,3,2429.4,30049.0,30049.0,45147.0,105245.0
SKU-02995,1,268578.33,0.0,0.0,0.0,0.0,1,1,0,1,18849.4,3873.0,3873.0,750.0,8496.0
SKU-02996,1,487207.0,0.30079260375911926,0.0,0.0,0.0,1,2,2,2,13995.1,5216.0,5216.0,1360.0,11793.0
SKU-02998,1,1822781.02,0.23872115183006276,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03000,1,4162948.09,0.2773500981126145,0.0,0.0,0.0,1,2,2,2,2486.0,29365.0,29365.0,43115.0,101844.0
SKU-03001,1,5771837.7,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03002,1,280000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03004,1,243179.11,1.38344884590386,0.0,0.0,0.0,1,7,7,7,19809.3,3685.0,3685.0,679.0,8049.0
SKU-03005,1,330000.0,0.0,0.0,0.0,0.0,1,1,0,1,17004.9,4293.0,4293.0,921.0,9507.0
SKU-03007,1,330000.0,0.0,0.0,0.0,0.0,1,1,0,1,17004.9,4293.0,4293.0,921.0,9507.0
SKU-03009,1,365951.4,0.0,0.0,0.0,0.0,1,1,0,1,16148.1,4521.0,4521.0,1022.0,10063.0
SKU-03010,1,160699.6,0.4472135954999579,0.0,0.0,0.0,1,2,2,2,24368.3,2996.0,2996.0,449.0,6440.0
SKU-03011,1,233869.0,0.0,0.0,0.0,0.0,1,1,0,1,20199.7,3614.0,3614.0,653.0,7881.0
SKU-03012,1,218004.5,0.0,0.0,0.0,0.0,1,1,0,1,20921.8,3489.0,3489.0,609.0,7587.0
SKU-03013,1,531200.0,0.0,0.0,0.0,0.0,1,1,0,1,13403.0,5447.0,5447.0,1483.0,12376.0
SKU-03014,1,101571.26,0.9320475859484285,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03015,1,180000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03018,1,180000.0,0.0,0.0,0.0,0.0,1,1,0,1,8082.6,9032.0,9032.0,4079.0,22142.0
SKU-03019,1,180000.0,0.0,0.0,0.0,0.5,3,3,0,1,1675.2,43576.0,43576.0,94944.0,182097.0
SKU-03020,1,135157.0,0.0,0.0,0.0,0.0,1,1,0,1,30765.2,2373.0,2373.0,282.0,5027.0
SKU-03021,1,280000.0,0.0,0.0,0.0,0.2,2,2,0,1,2376.0,30724.0,30724.0,47199.0,108647.0
SKU-03022,1,104591.5,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03023,1,155000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03024,1,144461.75,0.7071067811865476,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03025,1,130000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03027,1,98268.41,1.1361818036340359,0.0,0.0,0.0,1,5,5,5,31162.0,2343.0,2343.0,274.0,4960.0
SKU-03028,1,170000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03030,1,186946.0,0.0,0.0,0.0,0.0,1,1,0,1,22593.0,3231.0,3231.0,522.0,6984.0
SKU-03031,1,109986.33,0.0,0.0,0.0,0.0,1,1,0,1,29455.3,2478.0,2478.0,307.0,5264.0
SKU-03034,1,174537.5,0.0,0.0,0.0,0.0,1,1,0,1,23382.3,3122.0,3122.0,487.0,6731.0
SKU-03036,1,168586.78,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03037,1,184766.26,0.47809144373375745,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03038,1,425000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03039,1,254544.45,0.0,0.0,0.0,0.0,1,1,0,1,19362.0,3770.0,3770.0,711.0,8251.0
SKU-03040,1,215689.55,0.0,0.0,0.0,0.0,1,1,0,1,21033.8,3471.0,3471.0,602.0,7543.0
SKU-03041,1,450000.0,0.0,0.0,0.0,0.0,1,1,0,1,14562.2,5013.0,5013.0,1257.0,11282.0
SKU-03042,1,195211.325,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03043,1,450000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03044,1,330000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03045,1,531200.0,0.0,0.0,0.0,0.0,1,1,0,1,13403.0,5447.0,5447.0,1483.0,12376.0
SKU-03047,1,200000.0,0.0,0.0,0.0,0.0,1,1,0,1,21843.3,3342.0,3342.0,558.0,7242.0
SKU-03048,1,180000.0,0.3535533905932738,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03049,1,190000.0,0.0,0.0,0.0,0.0,1,1,0,1,6806.3,10725.0,10725.0,5752.0,27202.0
SKU-03050,1,131169.15,0.0,0.0,0.0,0.0,1,1,0,1,24633.2,2963.0,2963.0,439.0,6366.0
SKU-03051,1,69895.23,0.0,0.0,0.0,0.0,1,1,0,1,36949.5,1976.0,1976.0,195.0,4147.0
SKU-03053,1,210000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03054,1,160000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03055,1,136106.25,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03056,1,160000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03057,1,130000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03058,1,140000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03059,1,155000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03060,1,115739.67,0.0,0.0,0.0,0.0,1,1,0,1,28713.8,2542.0,2542.0,323.0,5408.0
SKU-03062,1,244548.0,0.0,0.0,0.0,0.0,1,1,0,1,19753.8,3695.0,3695.0,683.0,8074.0
SKU-03063,1,153342.0,0.0,0.0,0.0,0.0,1,1,0,1,24946.0,2926.0,2926.0,428.0,6281.0
SKU-03064,1,169563.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03065,1,277538.0,0.0,0.0,0.0,0.0,1,1,0,1,19980.6,3654.0,3654.0,667.0,7975.0
SKU-03067,1,480000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03068,1,162960.7,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03069,1,85920.33,0.30151134457776363,0.0,0.0,0.0,1,2,2,2,33326.1,2190.0,2190.0,240.0,4621.0
SKU-03070,1,170000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03071,1,120755.45,0.9376144618769908,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03072,1,140000.0,0.0,0.0,0.0,0.0,1,1,0,1,26107.7,2796.0,2796.0,391.0,5983.0
SKU-03075,1,67255.5,1.6624840953927738,0.0,0.0,0.0,1,8,8,8,37667.6,1938.0,1938.0,188.0,4064.0
SKU-03076,1,170377.32,0.8255779474818964,0.0,0.0,0.0,1,4,4,4,23666.1,3085.0,3085.0,476.0,6645.0
SKU-03077,1,235716.69,1.855072922167402,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03078,1,1320799.73,0.601075861934803,0.0,0.0,0.0,1,3,3,3,8499.9,8588.0,8588.0,3688.0,20865.0
SKU-03079,1,2200000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03082,1,601428.57,0.24999999999999997,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03083,1,550000.0,0.8017837257372732,0.0,0.0,0.0,1,4,4,4,13172.0,5542.0,5542.0,1536.0,12620.0
SKU-03084,1,581145.55,0.0,0.0,0.0,0.0,1,1,0,1,12814.2,5697.0,5697.0,1623.0,13016.0
SKU-03085,1,574741.76,0.21821789023599236,0.0,0.0,0.0,1,1,1,1,12885.3,5665.0,5665.0,1605.0,12936.0
SKU-03086,1,900000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03087,1,235739.0,0.0,0.0,0.0,0.0,1,1,0,1,10446.7,6988.0,6988.0,2441.0,16417.0
SKU-03088,1,900000.0,0.0,0.0,0.0,0.0,1,1,0,1,10297.0,7089.0,7089.0,2513.0,16692.0
SKU-03090,1,606666.67,1.5,0.0,0.0,0.0,1,7,7,7,12541.7,5821.0,5821.0,1694.0,13335.0
SKU-03091,1,580625.0,1.090140264874869,0.0,0.0,0.0,1,5,5,5,12819.9,5694.0,5694.0,1621.0,13010.0
SKU-03092,1,459030.87,0.8141603913585718,0.0,0.0,0.0,1,4,4,4,14418.2,5063.0,5063.0,1282.0,11408.0
SKU-03093,1,625444.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03094,1,900000.0,0.0,0.0,0.0,0.0,1,1,0,1,10297.0,7089.0,7089.0,2513.0,16692.0
SKU-03096,1,900000.0,0.0,0.0,0.0,0.0,1,1,0,1,10297.0,7089.0,7089.0,2513.0,16692.0
SKU-03097,1,409418.8,0.0,0.0,0.0,0.0,1,1,0,1,15266.8,4782.0,4782.0,1143.0,10706.0
SKU-03098,1,305760.0,0.0,0.0,0.0,0.0,1,1,0,1,17666.2,4132.0,4132.0,854.0,9118.0
SKU-03099,1,461528.19,0.3627381250550058,0.0,0.0,0.3,2,2,2,2,1349.6,54092.0,54092.0,146298.0,254482.0
SKU-03102,1,268861.0,0.0,0.0,0.0,0.0,1,1,0,1,18839.5,3875.0,3875.0,751.0,8500.0
SKU-03103,1,340000.0,0.0,0.0,0.0,0.0,1,1,0,1,16753.0,4357.0,4357.0,949.0,9664.0
SKU-03105,1,465003.53,0.5345224838248488,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03106,1,513868.12,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03108,1,600000.0,0.0,0.0,0.0,0.0,1,1,0,1,12611.2,5789.0,5789.0,1675.0,13252.0
SKU-03110,1,660000.0,0.7071067811865476,0.0,0.0,0.0,1,4,4,4,12024.3,6071.0,6071.0,1843.0,13985.0
SKU-03111,1,590000.0,0.5773502691896257,0.0,0.0,0.0,1,3,3,3,5885.7,12403.0,12403.0,7692.0,32497.0
SKU-03112,1,462695.67,0.5,0.0,0.0,0.0,1,3,3,3,14361.0,5083.0,5083.0,1292.0,11458.0
SKU-03113,1,535142.825,0.28867513459481287,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03114,1,491345.39,0.0,0.0,0.0,0.0,1,1,0,1,13936.0,5238.0,5238.0,1372.0,11848.0
SKU-03115,1,850000.0,0.0,0.0,0.0,0.5,2,2,0,1,795.6,91754.0,91754.0,420939.0,604447.0
SKU-03116,1,950000.0,0.5773502691896257,0.0,0.0,0.0,1,3,3,3,2628.6,27772.0,27772.0,38564.0,94108.0
SKU-03117,1,950000.0,0.0,0.0,0.0,0.0,1,1,0,1,18861.5,3870.0,3870.0,749.0,8490.0
SKU-03118,1,1000000.0,0.0,0.0,0.0,0.3,1,1,0,1,998.3,73126.0,73126.0,267370.0,413622.0
SKU-03122,1,1223243.0,0.4472135954999579,0.0,0.0,0.0,1,2,2,2,8832.3,8265.0,8265.0,3416.0,19946.0
SKU-03123,1,2350000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03125,1,1803581.0,0.0,0.0,0.0,0.0,1,1,0,1,7273.9,10036.0,10036.0,5036.0,25108.0
SKU-03127,1,1565000.0,0.0,0.0,0.0,0.4,1,1,0,1,666.1,109593.0,109593.0,600527.0,819712.0
SKU-03128,1,1741096.0,0.0,0.0,0.0,0.0,1,1,0,1,7403.2,9861.0,9861.0,4862.0,24583.0
SKU-03129,1,2041760.54,0.0,0.0,0.0,0.0,1,1,0,1,6836.4,10678.0,10678.0,5701.0,27057.0
SKU-03130,1,1335000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03131,1,745785.07,0.18891859540615819,0.0,0.0,0.0,1,1,1,1,11311.6,6454.0,6454.0,2082.0,14989.0
SKU-03132,1,1100000.0,0.0,0.0,0.0,0.0,1,1,0,1,3531.3,20673.0,20673.0,21368.0,62713.0
SKU-03133,1,1288458.0,0.0,0.0,0.0,0.0,1,1,0,1,8605.9,8483.0,8483.0,3598.0,20563.0
SKU-03134,1,1808987.0,0.0,0.0,0.0,0.0,1,1,0,1,7263.0,10051.0,10051.0,5051.0,25153.0
SKU-03135,1,1044444.44,0.31027471097463977,0.0,0.0,0.0,1,2,2,2,9558.5,7637.0,7637.0,2916.0,18191.0
SKU-03137,1,2219456.27,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03139,1,2280000.0,0.0,0.0,0.0,0.0,1,1,0,1,2577.5,28322.0,28322.0,40106.0,96750.0
SKU-03140,1,660580.39,0.41679444541680427,0.0,0.0,0.0,1,2,2,2,12019.0,6074.0,6074.0,1844.0,13992.0
SKU-03141,1,1150000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03142,1,1786391.74,0.4910261901035309,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03146,1,804495.5,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03147,1,1150000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03148,1,145275.03,2.0083614544882464,0.0,0.0,0.0,1,9,9,9,25629.3,2848.0,2848.0,406.0,6102.0
SKU-03150,1,2250000.0,0.4472135954999579,0.0,0.0,0.0,1,2,2,2,12961.8,5632.0,5632.0,1586.0,12850.0
SKU-03152,1,1024351.5,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03153,1,1550000.0,0.0,0.0,0.0,0.0,1,1,0,1,7846.3,9304.0,9304.0,4328.0,22935.0
SKU-03156,1,2294516.83,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03157,1,1993765.86,0.8756654944499527,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03158,1,2400000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03159,1,2298013.0,0.0,0.0,0.0,0.0,1,1,0,1,6444.0,11328.0,11328.0,6417.0,29073.0
SKU-03160,1,2524427.0,0.0,0.0,0.0,0.0,1,1,0,1,6148.2,11873.0,11873.0,7049.0,30795.0
SKU-03161,1,2146325.5,0.0,0.0,0.0,0.0,1,1,0,1,6667.8,10948.0,10948.0,5993.0,27889.0
SKU-03162,1,1806548.9,0.0,0.0,0.0,0.0,1,1,0,1,7267.9,10044.0,10044.0,5044.0,25133.0
SKU-03163,1,1659104.0,0.5813131873577181,0.0,0.0,0.1,1,3,3,3,1640.2,44506.0,44506.0,99039.0,188051.0
SKU-03165,1,2035000.0,0.0,0.0,0.0,0.0,1,1,0,1,15576.0,4687.0,4687.0,1098.0,10472.0
SKU-03166,1,670063.0,0.0,0.0,0.0,0.0,1,1,0,1,11933.7,6117.0,6117.0,1871.0,14105.0
SKU-03167,1,1386921.7000000002,0.0,0.0,0.0,0.0,1,1,0,1,8294.8,8801.0,8801.0,3873.0,21474.0
SKU-03168,1,2150000.0,0.0,0.0,0.0,0.0,1,1,0,1,6662.1,10957.0,10957.0,6003.0,27918.0
SKU-03169,1,1589567.7,0.2581988897471611,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03170,1,1950000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03171,1,1642854.72,0.0,0.0,0.0,0.0,1,1,0,1,38747.6,1884.0,1884.0,177.0,3945.0
SKU-03172,1,1442805.0,0.408248290463863,0.0,0.0,0.0,1,2,2,2,8132.6,8976.0,8976.0,4029.0,21981.0
SKU-03173,1,1791054.48,0.0,0.0,0.0,0.0,1,1,0,1,7299.2,10001.0,10001.0,5001.0,25003.0
SKU-03174,1,877667.67,0.5773502691896257,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03175,1,1150000.0,0.0,0.0,0.0,0.0,1,1,0,1,9109.3,8014.0,8014.0,3211.0,19239.0
SKU-03176,1,2065592.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03178,1,1047306.0,0.0,0.0,0.0,0.0,1,1,0,1,9545.4,7648.0,7648.0,2924.0,18220.0
SKU-03179,1,550000.0,0.0,0.0,0.0,0.0,1,1,0,1,12029.7,6068.0,6068.0,1841.0,13978.0
SKU-03180,1,1049871.0,0.0,0.0,0.0,0.0,1,1,0,1,9533.8,7657.0,7657.0,2931.0,18245.0
SKU-03181,1,500000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03182,1,1374193.0,0.0,0.0,0.0,0.0,1,1,0,1,8333.1,8760.0,8760.0,3837.0,21357.0
SKU-03183,1,1050000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03184,1,980000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03185,1,1241801.99,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03186,1,950000.0,0.0,0.0,0.0,0.4,1,1,0,1,837.8,87138.0,87138.0,379650.0,553926.0
SKU-03187,1,646847.0,0.0,0.0,0.0,0.0,1,1,0,1,12146.0,6010.0,6010.0,1806.0,13827.0
SKU-03189,1,50000.0,0.0,0.0,0.0,0.0,1,1,0,1,43686.5,1671.0,1671.0,140.0,3482.0
SKU-03190,1,507156.5,0.0,0.0,0.0,0.0,1,1,0,1,7233.3,10092.0,10092.0,5093.0,25277.0
SKU-03191,1,700000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-03194,1,900000.0,0.0,0.0,0.0,0.0,1,1,0,1,10297.0,7089.0,7089.0,2513.0,16692.0
